Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
AEE,Utilities,Utilities—Regulated Electric,101.72,107.0,107.0,102.48,86.9,81.75,61,42,10,4,85.84,0.89,83.76,75.16,0.26
GILD,Healthcare,Drug Manufacturers - General,101.68,103.1,106.6,102.47,81.73,96.24,61,42,5,31,85.15,0.91,79.67,73.9,0.21
AAPL,Technology,Consumer Electronics,101.61,102.74,106.6,110.44,110.44,101.67,61,67,70,46,228.63,0.91,223.25,198.58,0.24
GEHC,Healthcare,Health Information Services,101.55,103.91,105.52,103.78,106.17,112.39,61,46,58,72,90.5,0.89,86.81,83.11,0.19
CLX,Consumer Defensive,Household & Personal Products,101.54,104.98,105.57,106.07,92.45,96.02,60,55,20,30,157.87,0.82,156.55,145.99,0.2
MTD,Healthcare,Diagnostics & Research,101.53,105.79,104.51,111.28,111.21,94.18,60,70,71,25,1450.48,0.86,1423.21,1338.96,0.17
ADSK,Technology,Software - Application,101.45,102.23,103.42,105.28,95.08,109.78,60,52,27,67,276.61,1.0,257.29,244.25,0.2
AEP,Utilities,Utilities—Regulated Electric,101.43,107.15,111.24,112.31,99.83,88.93,60,73,42,12,97.07,0.75,100.32,89.18,0.17
MSCI,Financial Services,Financial Data & Stock Exchanges,101.33,102.18,100.55,98.65,88.49,104.76,60,31,12,56,602.17,0.99,564.14,536.24,0.23
EXR,Real Estate,REIT - Industrial,101.25,107.18,112.6,115.3,99.76,100.36,59,79,41,43,170.18,0.84,173.13,154.53,0.26
OMC,Communication Services,Advertising Agencies,101.21,103.95,105.33,103.95,101.46,96.68,59,47,46,33,101.6,0.92,98.69,93.18,0.23
MKC,Consumer Defensive,Packaged Foods,101.16,101.16,106.95,107.69,95.01,89.43,59,60,27,14,79.61,0.8,80.59,73.19,0.18
KO,Consumer Defensive,Beverages - Non-Alcoholic,101.11,102.68,106.32,107.19,95.03,93.2,59,58,27,24,69.15,0.81,70.42,63.71,0.21
KDP,Consumer Defensive,Beverages - Non-Alcoholic,100.92,101.54,102.83,103.76,99.62,90.68,58,46,41,17,36.4,0.84,36.35,33.22,0.6
WEC,Utilities,Utilities—Regulated Electric,100.92,105.1,105.89,105.02,90.06,84.47,58,51,16,7,94.13,0.87,93.01,83.96,0.58
AJG,Financial Services,Insurance Brokers,100.87,104.35,109.33,109.96,99.97,101.91,58,66,42,47,284.94,0.82,287.92,257.72,0.57
MCD,Consumer Cyclical,Restaurants,100.84,102.08,100.87,96.56,86.28,97.75,58,26,8,35,303.3,0.98,289.23,278.49,0.22
CTLT,Healthcare,Drug Manufacturers—Specialty & Generic,100.75,105.24,108.12,115.73,113.87,124.58,58,80,78,89,60.63,0.99,60.0,56.36,0.59
AON,Financial Services,Insurance Brokers,100.73,102.13,102.53,103.66,87.38,90.71,58,46,11,17,351.9,0.91,341.86,312.19,0.47
AVB,Real Estate,REIT - Residential,100.65,103.58,111.51,110.35,98.25,93.08,57,67,37,24,216.99,0.75,221.39,197.44,0.21
C,Financial Services,Banks - Diversified,100.61,100.69,103.53,114.49,117.66,114.5,57,78,84,78,63.48,0.86,60.53,59.72,0.3
LNT,Utilities,Utilities - Regulated Electric,100.6,105.8,107.65,106.79,92.14,87.58,57,57,19,10,58.97,0.85,58.56,52.38,0.26
RSG,Industrials,Waste Management,100.57,101.55,108.1,110.52,112.28,108.7,57,68,75,65,203.61,0.93,202.99,189.29,0.16
D,Utilities,Utilities - Regulated Electric,100.51,107.2,108.1,107.07,101.37,85.93,57,57,46,8,55.58,0.84,56.63,51.01,0.48
MA,Financial Services,Credit Services,100.48,101.49,101.34,100.35,102.08,105.0,56,36,48,57,498.17,0.98,479.58,460.1,0.24
CF,Basic Materials,Agricultural Inputs,100.36,102.15,100.57,94.92,97.0,98.27,56,22,33,37,87.86,0.89,81.39,78.65,0.3
DTE,Utilities,Utilities - Regulated Electric,100.31,104.08,105.79,103.47,96.89,91.06,56,45,33,19,123.96,0.86,124.2,113.96,0.11
DUK,Utilities,Utilities - Regulated Electric,100.25,105.5,108.43,111.53,101.76,93.06,56,71,47,23,112.66,0.84,114.34,102.53,0.57
ESS,Real Estate,REIT - Residential,100.06,104.08,113.56,113.35,104.98,100.23,56,75,56,43,285.24,0.73,294.51,262.84,0.16
AMT,Real Estate,REIT—Specialty,100.03,106.17,110.95,113.99,90.22,99.88,55,76,16,42,218.03,0.7,228.95,203.93,0.35
CRM,Technology,Software - Application,99.91,101.92,98.19,97.21,115.22,128.2,55,26,80,91,287.45,0.76,261.0,270.92,0.26
MO,Consumer Defensive,Tobacco,99.85,101.4,110.33,111.38,98.36,88.23,55,70,38,11,50.02,0.7,51.51,45.61,0.6
WFC,Financial Services,Banks - Diversified,99.79,99.79,95.62,106.72,124.9,114.15,55,56,88,76,57.82,0.81,55.2,55.9,0.31
TXN,Technology,Semiconductors,99.73,100.63,103.8,106.71,107.32,91.81,55,56,61,20,202.77,0.84,201.17,184.89,0.16
DOV,Industrials,Specialty Industrial Machinery,99.54,103.19,103.27,106.94,111.58,104.62,54,57,72,56,186.3,0.9,183.24,174.44,1.33
BAC,Financial Services,Banks—Diversified,99.48,100.77,103.34,119.17,114.49,108.22,54,87,79,64,39.88,0.78,39.29,37.63,0.28
EQR,Real Estate,REIT - Residential,99.3,102.37,110.24,109.58,98.59,89.38,54,65,39,13,72.08,0.76,73.75,66.33,0.15
WYNN,Consumer Cyclical,Resorts & Casinos,99.1,102.26,97.73,75.97,91.29,95.48,54,3,18,29,104.44,0.91,82.41,92.2,0.27
XYL,Industrials,Specialty Industrial Machinery,99.07,100.88,100.62,108.58,115.58,106.44,54,63,80,59,134.64,0.81,132.59,130.18,0.18
UDR,Real Estate,REIT—Residential,99.05,103.02,110.22,107.57,94.85,87.73,53,59,26,11,43.39,0.76,43.9,39.62,0.09
SBUX,Consumer Cyclical,Restaurants,99.03,102.28,100.29,97.31,81.66,83.56,53,27,4,5,94.52,0.63,92.09,87.24,0.15
REG,Real Estate,REIT—Retail,98.99,101.85,108.83,108.83,89.72,93.7,53,63,15,25,69.84,0.71,71.54,64.09,0.17
ADI,Technology,Semiconductors,98.93,100.14,101.0,110.34,112.14,99.87,53,67,74,42,231.32,0.86,222.88,211.07,0.14
PCG,Utilities,Utilities - Regulated Electric,98.85,102.54,103.9,107.34,97.94,97.45,53,59,37,35,19.5,0.77,19.26,17.79,0.16
HPE,Technology,Communication Equipment,98.8,98.8,96.55,107.25,112.23,99.78,52,58,74,41,20.87,0.86,18.7,18.04,0.32
JNPR,Technology,Communication Equipment,98.75,103.82,106.78,111.9,103.38,115.43,52,72,52,80,38.78,0.98,38.72,36.68,0.22
BMY,Healthcare,Drug Manufacturers—General,98.75,101.0,101.0,93.69,77.91,80.14,52,20,2,3,52.54,0.73,49.65,47.8,0.21
O,Real Estate,REIT - Retail,98.69,103.14,105.31,105.5,88.81,91.98,52,53,13,21,61.33,0.88,61.54,56.02,0.22
MAR,Consumer Cyclical,Lodging,98.59,99.42,96.64,97.28,112.54,114.47,52,27,75,78,261.06,0.99,232.86,238.65,0.22
LVS,Consumer Cyclical,Resorts & Casinos,98.59,102.65,98.79,77.43,87.64,89.61,52,3,11,14,52.08,0.82,42.62,46.57,0.15
TJX,Consumer Cyclical,Apparel Retail,98.57,101.98,108.57,110.71,105.77,102.85,51,69,57,49,112.89,0.78,115.57,104.43,0.23
PNW,Utilities,Utilities - Regulated Electric,98.57,105.74,107.85,107.54,95.87,84.19,51,59,29,6,85.43,0.76,87.85,77.52,0.2
DHR,Healthcare,Diagnostics & Research,98.52,101.6,102.79,107.62,102.97,102.35,51,60,51,47,266.09,0.85,270.65,254.15,0.15
ROL,Consumer Cyclical,Personal Services,98.51,98.66,107.21,107.21,101.88,104.3,51,58,48,54,49.63,0.9,49.6,46.65,0.2
ACN,Technology,Information Technology Services,98.47,101.05,100.75,97.78,89.74,110.66,50,29,15,69,360.0,0.74,338.92,334.31,0.37
BKR,Energy,Oil & Gas Equipment & Services,98.41,99.4,96.18,101.34,95.58,92.23,50,39,28,22,37.94,0.92,35.32,33.17,0.17
MAA,Real Estate,REIT - Residential,98.34,102.6,110.13,109.71,92.66,84.03,50,66,21,5,152.14,0.7,157.52,139.41,0.12
AZO,Consumer Cyclical,Specialty Retail,98.33,99.08,101.92,105.02,102.96,108.57,50,51,51,65,3118.91,0.85,3131.04,2951.76,0.26
VZ,Communication Services,Telecom Services,98.0,101.0,105.77,102.29,102.2,105.76,50,41,49,58,42.94,0.84,42.54,40.87,0.34
DLR,Real Estate,REIT—Specialty,97.93,100.56,103.53,103.67,105.43,111.92,50,46,56,71,158.61,0.91,154.16,146.45,0.17
USB,Financial Services,Banks - Regional,97.91,100.44,103.31,105.37,101.8,106.97,49,52,47,61,44.67,0.85,44.39,42.4,0.32
BALL,Consumer Cyclical,Packaging & Containers,97.89,99.63,101.99,97.27,115.43,108.41,49,27,80,64,64.19,0.77,64.75,63.72,0.27
IVZ,Financial Services,Asset Management,97.81,100.09,99.8,102.35,94.52,98.36,49,41,25,38,17.64,0.9,16.72,16.08,0.21
GIS,Consumer Defensive,Packaged Foods,97.81,99.26,101.44,104.27,92.36,86.2,49,49,20,8,71.3,0.72,72.02,67.87,0.33
ED,Utilities,Utilities—Regulated Electric,97.8,102.42,104.11,104.65,94.25,89.62,49,50,24,14,101.61,0.81,102.31,94.13,0.18
AMZN,Consumer Cyclical,Internet Retail,97.78,98.15,103.79,111.7,125.24,124.09,48,71,89,89,187.26,0.84,179.29,177.6,0.42
EQIX,Real Estate,REIT—Specialty,97.67,101.4,102.39,97.91,89.28,101.37,48,29,14,45,874.56,0.83,844.73,808.94,0.2
EVRG,Utilities,Utilities - Regulated Electric,97.61,101.9,104.51,104.11,92.73,85.16,48,48,21,7,59.03,0.79,59.96,54.41,0.43
TRMB,Technology,Scientific & Technical Instruments,97.45,98.89,98.84,93.09,107.49,110.71,48,19,61,69,61.92,0.88,56.68,56.97,0.29
MDT,Healthcare,Medical Devices,97.41,97.41,99.63,100.52,90.28,99.81,47,36,16,41,89.04,0.91,87.23,83.96,0.19
LIN,Basic Materials,Specialty Chemicals,97.41,98.29,99.67,101.06,105.26,106.26,47,38,56,59,469.26,0.89,464.95,443.68,0.29
VRTX,Healthcare,Biotechnology,97.39,97.39,105.97,113.48,116.15,113.7,47,75,81,76,474.13,0.81,473.89,445.99,0.42
JKHY,Technology,Information Technology Services,97.38,99.93,99.93,96.46,93.81,96.91,47,25,24,34,181.66,0.96,172.21,168.89,0.2
OTIS,Industrials,Specialty Industrial Machinery,97.36,100.64,100.87,97.6,102.41,101.05,47,28,50,44,102.69,0.93,96.0,94.97,0.23
FE,Utilities,Utilities—Regulated Electric,97.34,101.98,105.36,107.6,97.08,88.97,47,60,34,12,42.23,0.76,43.35,39.55,0.19
NTRS,Financial Services,Asset Management,97.3,98.94,101.42,100.1,100.9,97.6,46,35,44,35,91.3,0.96,88.19,84.74,0.23
XOM,Energy,Oil & Gas Integrated,97.3,99.72,95.06,98.16,104.13,99.92,46,30,54,42,123.26,0.93,116.75,112.48,0.3
FAST,Industrials,Industrial Distribution,97.11,98.41,99.01,98.14,111.0,113.67,46,30,71,75,70.49,0.65,68.58,68.61,0.63
GD,Industrials,Aerospace & Defense,97.05,99.93,103.49,103.49,111.42,107.37,46,45,72,62,295.77,0.84,297.45,285.02,0.25
WM,Industrials,Waste Management,97.01,97.01,100.73,105.2,111.63,109.78,45,51,73,67,211.59,0.83,207.18,204.09,0.22
SRE,Utilities,Utilities—Diversified,97.01,99.2,101.36,103.58,96.09,91.87,45,45,30,21,81.28,0.84,81.57,75.52,0.17
PRU,Financial Services,Insurance - Life,96.97,99.38,97.99,107.29,111.2,107.3,45,59,71,62,121.67,0.85,116.69,113.96,0.2
RJF,Financial Services,Asset Management,96.85,97.74,96.27,93.35,108.78,107.93,45,20,65,63,126.98,0.92,118.26,119.07,0.28
A,Healthcare,Diagnostics & Research,96.82,100.16,100.48,99.05,107.19,100.88,45,32,60,44,143.62,0.79,140.43,138.23,0.16
KR,Consumer Defensive,Grocery Stores,96.8,99.36,101.68,100.4,111.3,106.95,45,36,72,61,55.31,0.84,54.24,52.29,0.22
SYK,Healthcare,Medical Devices,96.72,98.28,101.73,101.63,103.3,108.43,44,39,51,65,352.18,0.83,350.79,339.84,0.19
FSLR,Technology,Solar,96.64,112.83,119.93,119.97,160.01,92.75,44,88,97,23,206.15,0.44,227.44,200.21,2.0
XEL,Utilities,Utilities - Regulated Electric,96.64,101.65,103.96,104.3,90.28,86.57,44,49,16,9,62.18,0.81,61.97,57.32,0.18
PFG,Financial Services,Asset Management,96.47,98.12,95.86,96.31,99.06,97.4,44,25,40,34,87.58,1.0,80.76,80.93,0.24
DD,Basic Materials,Specialty Chemicals,96.43,99.29,100.86,100.3,104.11,91.24,44,35,54,19,85.88,0.87,82.41,77.15,0.14
FRT,Real Estate,REIT - Retail,96.3,100.15,104.87,105.46,95.7,95.5,43,52,29,29,110.52,0.78,113.78,104.88,0.29
DOC,Real Estate,REIT - Healthcare Facilities,96.28,102.94,106.69,108.15,97.59,91.15,43,61,36,19,21.4,0.8,22.04,19.74,0.19
RVTY,Healthcare,Diagnostics & Research,96.27,104.23,105.05,109.45,93.61,89.66,43,65,23,15,120.72,0.85,121.46,110.65,0.13
SBAC,Real Estate,REIT—Specialty,96.26,102.65,103.53,102.23,79.38,92.66,43,40,3,22,233.59,0.69,231.23,215.68,0.3
CPB,Consumer Defensive,Packaged Foods,96.18,96.18,107.7,112.82,93.21,86.48,43,74,22,9,47.62,0.69,49.62,45.58,0.33
MMC,Financial Services,Insurance Brokers,96.11,96.95,102.86,103.18,97.12,97.74,42,44,34,35,223.27,0.82,224.36,209.22,0.3
KVUE,Consumer Defensive,Household & Personal Products,96.05,99.71,105.97,107.89,85.23,90.63,42,61,7,17,21.32,0.64,22.01,20.24,0.27
TMO,Healthcare,Diagnostics & Research,95.95,98.74,101.81,103.22,100.38,99.17,42,44,43,40,592.43,0.84,608.23,575.71,0.42
BR,Technology,Information Technology Services,95.84,96.68,98.83,106.49,100.58,112.75,42,56,43,73,217.25,0.95,211.98,203.65,0.31
NSC,Industrials,Railroads,95.65,98.6,103.15,103.15,100.0,104.42,42,43,42,55,243.84,0.75,246.26,239.81,0.24
CTVA,Basic Materials,Agricultural Inputs,95.6,99.02,100.38,99.53,97.38,96.64,41,33,36,32,56.31,0.84,55.44,53.83,0.31
TDY,Technology,Scientific & Technical Instruments,95.58,95.64,95.8,95.66,86.83,94.97,41,24,10,27,445.19,0.99,425.46,414.71,0.24
TGT,Consumer Defensive,Discount Stores,95.56,96.03,97.86,100.14,113.73,111.41,41,35,78,70,155.91,0.69,149.34,152.54,0.32
ABT,Healthcare,Medical Devices,95.54,95.96,99.47,97.95,92.32,101.75,41,29,20,46,115.64,0.83,112.98,110.22,0.31
LUV,Industrials,Airlines,95.41,98.45,98.19,92.77,88.43,104.62,41,18,12,56,30.44,0.65,28.21,28.89,0.19
DGX,Healthcare,Diagnostics & Research,95.4,99.21,104.87,103.96,96.55,89.78,40,47,31,15,147.39,0.74,152.35,139.27,0.15
CME,Financial Services,Financial Data & Stock Exchanges,95.36,97.41,97.41,97.24,97.18,95.27,40,27,34,29,220.16,0.84,213.76,208.52,0.14
KMB,Consumer Defensive,Household & Personal Products,95.24,96.27,101.95,103.97,97.48,86.66,40,48,36,9,141.09,0.77,142.43,132.96,0.24
VICI,Real Estate,REIT—Diversified,95.15,98.61,104.1,104.17,88.71,89.92,40,48,13,16,32.08,0.71,32.65,30.26,0.21
FCX,Basic Materials,Copper,95.13,99.83,103.02,101.19,127.56,110.34,40,38,90,69,49.47,0.75,44.57,45.47,0.28
AMD,Technology,Semiconductors,95.02,102.54,103.63,114.39,123.58,168.86,39,78,87,98,165.42,0.61,150.34,162.21,0.85
AMAT,Technology,Semiconductor Equipment & Materials,94.94,95.66,98.46,130.46,133.41,131.2,39,94,93,92,203.25,0.59,194.44,200.53,0.24
CRWD,Technology,Software - Infrastructure,94.85,94.85,96.64,142.64,157.9,189.55,39,97,97,98,309.05,0.62,265.55,305.78,0.98
CI,Healthcare,Healthcare Plans,94.79,94.79,104.79,106.58,110.99,109.66,39,56,70,67,349.42,0.84,347.93,338.93,0.24
L,Financial Services,Insurance—Property & Casualty,94.76,96.68,100.48,102.82,105.82,106.63,39,42,57,60,77.95,0.8,78.88,76.03,0.27
FANG,Energy,Oil & Gas E&P,94.76,98.27,92.44,107.74,122.08,120.48,39,60,86,86,195.97,0.77,187.19,186.69,0.29
CCI,Real Estate,REIT - Specialty,94.61,101.62,105.07,103.75,85.39,89.52,38,46,8,14,109.82,0.7,113.92,106.29,0.38
CSCO,Technology,Communication Equipment,94.55,95.28,93.68,90.8,85.75,89.45,38,15,8,14,53.5,0.93,49.93,48.86,0.2
CPRT,Industrials,Specialty Business Services,94.53,94.77,91.11,95.02,110.87,111.56,38,22,70,70,55.82,0.85,51.7,52.62,0.47
PG,Consumer Defensive,Household & Personal Products,94.42,95.79,100.83,101.16,96.89,94.66,38,38,33,27,168.43,0.73,171.33,163.36,0.26
KEYS,Technology,Scientific & Technical Instruments,94.42,97.21,97.17,98.11,95.32,96.56,38,30,28,32,156.61,0.88,145.95,147.92,0.18
EXC,Utilities,Utilities - Regulated Electric,94.41,99.76,100.12,92.96,89.51,84.03,37,19,14,5,39.42,0.79,38.85,36.88,0.13
AIG,Financial Services,Insurance - Diversified,94.22,94.22,94.0,101.89,113.18,111.88,37,40,76,71,76.22,0.8,73.61,74.02,0.21
INCY,Healthcare,Biotechnology,94.17,100.21,101.58,106.95,94.04,87.37,37,57,24,10,65.0,0.79,64.24,60.47,0.21
VRSK,Industrials,Consulting Services,94.16,96.63,99.35,108.94,101.36,101.22,37,63,45,45,268.02,0.74,267.97,252.51,0.31
AMGN,Healthcare,Drug Manufacturers—General,93.89,96.23,106.03,109.25,105.94,113.53,36,64,58,75,320.52,0.79,326.2,304.97,0.27
TER,Technology,Semiconductor Equipment & Materials,93.58,96.27,103.71,129.64,128.3,98.17,36,93,90,37,128.68,0.57,128.69,122.31,0.17
ES,Utilities,Utilities - Regulated Electric,93.46,98.35,101.83,103.4,91.39,80.14,36,44,18,3,63.24,0.68,66.45,60.72,0.3
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,93.45,95.35,99.32,98.71,87.66,104.86,36,31,11,56,190.21,0.82,187.85,180.06,0.28
MDLZ,Consumer Defensive,Confectioners,93.44,93.44,97.12,99.1,88.83,99.27,36,32,13,40,71.13,0.64,72.26,70.67,0.24
AOS,Industrials,Specialty Industrial Machinery,93.31,99.28,99.63,97.68,105.09,106.8,36,28,56,60,86.96,0.81,82.75,83.44,0.22
TFX,Healthcare,Medical Instruments & Supplies,93.28,97.93,103.05,103.05,84.98,100.72,35,43,7,44,234.38,0.72,240.01,227.69,0.26
HOLX,Healthcare,Medical Instruments & Supplies,93.25,95.23,101.4,103.17,91.61,90.05,35,43,19,16,79.85,0.8,81.18,76.52,0.54
NWS,Communication Services,Entertainment,93.22,94.52,99.04,108.11,107.95,116.48,35,61,63,82,27.24,0.74,27.95,27.07,0.4
QCOM,Technology,Semiconductors,93.21,94.59,96.74,127.24,145.4,121.88,35,92,96,87,167.96,0.52,167.39,172.76,0.26
PTC,Technology,Software - Application,93.18,93.9,93.71,96.2,107.32,116.7,35,25,61,82,181.08,0.83,174.59,178.22,0.18
DRI,Consumer Cyclical,Restaurants,92.98,96.14,96.69,92.36,89.83,96.67,34,17,15,33,156.3,0.53,156.28,156.71,0.26
V,Financial Services,Credit Services,92.92,93.48,98.15,96.51,99.17,102.66,34,26,40,48,276.79,0.76,273.71,273.31,0.18
TSN,Consumer Defensive,Farm Products,92.88,93.85,104.98,112.75,103.98,95.44,34,74,53,29,58.4,0.64,61.7,58.06,0.17
MRO,Energy,Oil & Gas E&P,92.71,96.09,92.6,99.9,104.9,104.9,34,34,55,56,28.43,0.83,27.5,26.57,0.41
TSLA,Consumer Cyclical,Auto Manufacturers,92.6,95.79,108.64,114.09,103.28,103.23,34,77,51,51,241.86,0.82,225.35,202.55,0.76
MTCH,Communication Services,Internet Content & Information,92.24,99.02,99.02,96.93,80.62,91.41,33,26,4,20,36.61,0.77,36.39,34.39,0.3
WY,Real Estate,REIT - Specialty,92.21,95.45,97.24,91.92,90.08,97.07,33,16,16,34,32.73,0.64,31.68,31.92,0.17
CTSH,Technology,Information Technology Services,92.04,96.84,99.94,99.03,89.39,107.73,33,32,14,63,74.51,0.68,75.89,73.06,0.41
DE,Industrials,Farm & Heavy Construction Machinery,91.92,95.34,96.16,93.19,92.69,91.0,33,20,21,19,403.7,0.8,385.25,384.74,0.15
AWK,Utilities,Utilities - Regulated Water,91.82,100.59,103.36,103.17,90.66,85.9,33,43,17,8,135.92,0.61,143.66,131.0,0.27
HON,Industrials,Conglomerates,91.77,91.95,91.64,96.08,94.36,92.32,32,25,25,22,212.2,0.82,203.17,202.82,1.09
NWSA,Communication Services,Entertainment,91.69,93.14,97.48,107.85,108.89,114.11,32,60,65,76,25.91,0.69,26.8,26.11,0.26
IQV,Healthcare,Diagnostics & Research,91.67,93.88,97.85,102.47,104.75,104.53,32,42,55,55,230.57,0.65,239.36,232.09,0.24
EMR,Industrials,Specialty Industrial Machinery,91.6,95.21,93.02,103.87,109.0,107.2,32,47,66,61,110.78,0.76,105.13,106.96,0.2
REGN,Healthcare,Biotechnology,91.57,94.6,111.24,116.48,107.04,108.24,32,82,60,64,1003.88,0.54,1117.62,1009.58,0.42
UNP,Industrials,Railroads,91.55,93.0,99.07,99.5,97.84,103.8,31,33,36,53,238.04,0.66,245.38,240.98,0.38
EG,Financial Services,Insurance - Reinsurance,91.54,94.31,93.93,92.86,94.5,94.54,31,18,25,27,393.82,0.67,381.79,378.0,0.6
MU,Technology,Semiconductors,91.46,91.46,95.2,134.26,166.62,155.84,31,95,98,97,105.6,0.46,96.58,106.58,0.66
SNA,Industrials,Tools & Accessories,91.45,94.56,95.28,91.58,94.41,100.41,31,16,25,43,286.42,0.77,280.1,278.55,0.37
JNJ,Healthcare,Drug Manufacturers—General,91.3,92.3,97.8,98.03,85.19,89.89,31,29,7,15,160.05,0.68,162.53,155.93,0.27
WDC,Technology,Computer Hardware,91.26,95.86,101.22,129.09,145.05,144.81,30,93,96,95,64.49,0.62,63.72,65.87,0.24
FDS,Financial Services,Financial Data & Stock Exchanges,91.06,92.6,94.97,92.13,89.23,98.32,30,16,14,38,454.87,0.64,431.7,439.67,0.18
AVY,Consumer Cyclical,Packaging & Containers,91.03,92.32,95.63,98.46,106.92,102.34,30,31,59,47,214.34,0.75,215.19,214.94,0.17
TEL,Technology,Electronic Components,90.97,91.73,93.81,101.27,99.25,100.31,30,38,40,43,147.49,0.72,147.5,145.51,0.27
STLD,Basic Materials,Steel,90.93,93.33,91.06,98.0,116.08,114.83,30,29,81,79,128.52,0.59,119.6,126.82,0.22
EOG,Energy,Oil & Gas E&P,90.91,94.51,90.57,93.83,101.87,99.69,29,21,47,40,131.75,0.78,125.57,123.9,0.17
EA,Communication Services,Electronic Gaming & Multimedia,90.89,94.4,97.3,104.41,95.66,99.17,29,49,28,40,141.96,0.68,145.31,138.2,0.3
ITW,Industrials,Specialty Industrial Machinery,90.81,93.77,94.04,90.95,93.29,97.31,29,15,22,34,256.49,0.71,249.56,251.35,0.18
PEP,Consumer Defensive,Beverages - Non-Alcoholic,90.8,90.91,95.29,95.29,92.11,87.11,29,23,19,9,172.56,0.58,173.62,170.88,0.44
NDSN,Industrials,Specialty Industrial Machinery,90.8,93.96,95.36,94.61,101.97,102.92,29,22,48,50,252.15,0.61,249.46,252.57,0.11
ROST,Consumer Cyclical,Apparel Retail,90.56,95.69,100.64,102.49,102.11,109.82,28,42,48,68,141.52,0.68,148.04,143.0,0.41
PCAR,Industrials,Farm & Heavy Construction Machinery,90.55,90.85,89.81,95.32,123.03,124.72,28,23,87,89,103.57,0.52,96.39,104.81,0.41
MSFT,Technology,Software - Infrastructure,90.47,91.55,97.82,105.58,109.09,117.16,28,54,67,82,416.29,0.64,417.78,417.43,0.32
CZR,Consumer Cyclical,Resorts & Casinos,90.47,95.98,93.48,83.97,78.18,88.76,28,7,3,12,43.92,0.7,38.56,39.71,0.13
POOL,Industrials,Industrial Distribution,90.29,96.39,96.39,89.62,92.99,102.55,28,14,22,48,364.29,0.55,356.47,366.73,0.22
COR,Healthcare,Medical Distribution,90.1,90.75,100.22,105.25,111.79,114.31,27,52,73,77,221.9,0.59,233.57,230.3,0.26
MLM,Basic Materials,Building Materials,90.01,90.57,94.43,102.22,123.17,123.72,27,40,87,88,535.56,0.62,531.84,553.53,0.2
YUM,Consumer Cyclical,Restaurants,89.96,93.61,94.06,95.76,96.78,93.98,27,25,32,25,133.33,0.63,135.26,134.69,0.29
STE,Healthcare,Medical Devices,89.84,93.89,100.61,101.61,95.14,99.68,27,39,27,40,225.6,0.57,237.07,225.69,0.22
LH,Healthcare,Diagnostics & Research,89.82,90.25,97.62,100.74,87.85,98.08,27,37,12,36,214.34,0.5,224.09,214.75,0.24
IPG,Communication Services,Advertising Agencies,89.58,90.89,91.83,91.05,86.81,90.07,26,15,9,16,30.99,0.59,31.16,31.3,0.29
SYY,Consumer Defensive,Food Distribution,89.56,94.11,96.02,98.23,95.76,98.2,26,30,29,37,73.38,0.54,76.52,76.12,0.41
DAY,Technology,Software - Application,89.53,94.57,92.11,85.85,81.98,92.79,26,8,5,23,62.01,0.51,57.3,60.26,0.16
AES,Utilities,Utilities - Diversified,89.47,98.67,102.29,92.69,114.41,92.2,26,17,79,22,17.5,0.51,17.9,17.88,0.31
CAG,Consumer Defensive,Packaged Foods,89.4,90.04,101.58,103.57,91.98,87.92,26,45,19,11,29.25,0.42,31.17,29.75,0.3
CNP,Utilities,Utilities - Regulated Electric,89.34,92.28,92.25,90.75,97.27,88.51,25,14,35,11,29.5,0.68,27.7,28.56,0.15
KHC,Consumer Defensive,Packaged Foods,89.32,89.54,93.31,95.39,95.92,95.84,25,24,30,30,34.71,0.5,35.14,35.44,0.21
GOOGL,Communication Services,Internet Content & Information,89.32,92.67,94.43,115.5,117.47,114.17,25,80,83,76,162.6,0.59,161.6,159.81,0.3
INTU,Technology,Software - Application,89.23,89.63,99.19,99.36,107.71,121.5,25,33,62,86,620.84,0.74,631.01,631.3,0.31
CHD,Consumer Defensive,Household & Personal Products,89.19,89.94,93.96,95.35,100.97,99.87,25,24,44,42,100.29,0.6,102.33,102.57,0.2
VMC,Basic Materials,Building Materials,89.16,90.76,94.13,102.3,112.55,114.18,24,41,75,77,244.07,0.62,244.58,250.21,0.4
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,89.16,94.09,102.8,100.06,101.72,115.06,24,35,47,79,11.28,0.53,11.61,11.52,0.24
GOOG,Communication Services,Internet Content & Information,89.15,92.66,94.4,115.41,117.64,114.33,24,79,83,77,163.8,0.58,163.04,161.24,0.32
CSX,Industrials,Railroads,89.13,89.38,91.11,93.67,95.7,103.62,24,20,29,52,34.38,0.56,33.92,34.75,0.21
CMCSA,Communication Services,Telecom Services,88.89,89.43,89.07,88.02,86.83,97.89,24,11,10,36,41.37,0.45,39.98,40.64,0.24
FTV,Technology,Scientific & Technical Instruments,88.88,90.34,91.42,86.82,101.31,107.12,23,9,45,61,77.52,0.6,73.29,76.75,0.33
AME,Industrials,Specialty Industrial Machinery,88.83,90.66,91.02,92.58,106.35,103.05,23,17,58,50,168.68,0.64,165.98,170.4,0.13
